Make,Model,Vehicle_Model,Year,Mileage,Engine_Size,Fuel_Type,Transmission,Price
HONDA,FIT G HIGHWAY EDITION,HONDA FIT G HIGHWAY EDITION,2009,215000,1300,PETROL,AT,1700.0
ISUZU,ELF TRUCK 3.0t FLAT BODY,ISUZU ELF TRUCK 3.0t FLAT BODY,2009,332000,2990,DIESEL,6MT,7480.0
ISUZU,ELF TRUCK 2.0t DUMP,ISUZU ELF TRUCK 2.0t DUMP,2007,19000,4770,DIESEL,MT,11880.0
ISUZU,ELF TRUCK 3.0t FLAT BODY,ISUZU ELF TRUCK 3.0t FLAT BODY,2014,382000,2990,DIESEL,6MT,8200.0
MITSUBISHI,FIGHTER 3.5t DUMP,MITSUBISHI FIGHTER 3.5t DUMP,2012,154000,7540,DIESEL,6MT,13800.0
NISSAN,TEANA XL,NISSAN TEANA XL,2015,86000,2500,PETROL,AT,2490.0
MITSUBISHI,FIGHTER 3.5t DUMP,MITSUBISHI FIGHTER 3.5t DUMP,2012,263000,7540,DIESEL,6MT,13120.0
MITSUBISHI,FIGHTER 2.9t ALUMINUM WING,MITSUBISHI FIGHTER 2.9t ALUMINUM WING,2006,87000,7540,DIESEL,6MT,10600.0
MITSUBISHI,FIGHTER 2.85t ALUMINUM WING,MITSUBISHI FIGHTER 2.85t ALUMINUM WING,2005,616000,7540,DIESEL,6MT,10600.0
MITSUBISHI,FIGHTER 3.55t DUMP,MITSUBISHI FIGHTER 3.55t DUMP,2011,166000,7540,DIESEL,6MT,13290.0
TOYOTA,TOYOACE TRUCK 1.5t FLAT BODY,TOYOTA TOYOACE TRUCK 1.5t FLAT BODY,1988,153000,2440,DIESEL,MT,6480.0
TOYOTA,NOAH HYBRID G,TOYOTA NOAH HYBRID G,2014,154000,1800,HYBRID(PETROL),AT,4520.0
TOYOTA,DYNA 2.0t FLAT BODY,TOYOTA DYNA 2.0t FLAT BODY,2005,273000,4000,DIESEL,MT,8650.0
ISUZU,ELF TRUCK 2.0t FLAT BODY,ISUZU ELF TRUCK 2.0t FLAT BODY,2004,395000,4770,DIESEL,MT,4950.0
HONDA,FIT G,HONDA FIT G,2009,107000,1300,PETROL,AT,1800.0
MITSUBISHI,CANTER TRUCK 2.0t BOX,MITSUBISHI CANTER TRUCK 2.0t BOX,2009,541000,3000,DIESEL,MT,6970.0
MITSUBISHI,CANTER TRUCK 2.0t DUMP HIGH DECK,MITSUBISHI CANTER TRUCK 2.0t DUMP HIGH DECK,2007,176000,2970,DIESEL,MT,11290.0
HINO,RANGER 3.75t DUMP,HINO RANGER 3.75t DUMP,2005,161000,4720,DIESEL,6MT,11200.0
NISSAN,ATLAS TRUCK 1.15t W CAB,NISSAN ATLAS TRUCK 1.15t W CAB,2015,186000,2950,DIESEL,MT,5930.0
NISSAN,ATLAS TRUCK 2.0t FLAT BODY,NISSAN ATLAS TRUCK 2.0t FLAT BODY,1993,150000,4210,DIESEL,MT,5180.0
HINO,DUTRO 1.85t FLAT BODY,HINO DUTRO 1.85t FLAT BODY,2010,263000,4000,DIESEL,MT,7950.0
TOYOTA,DYNA 2.0t FLAT BODY,TOYOTA DYNA 2.0t FLAT BODY,2001,297000,4610,DIESEL,MT,8950.0
MITSUBISHI,CANTER TRUCK 2.0t DUMP,MITSUBISHI CANTER TRUCK 2.0t DUMP,2013,223000,2990,DIESEL,MT,9800.0
MITSUBISHI,CANTER TRUCK 2.0t DUMP,MITSUBISHI CANTER TRUCK 2.0t DUMP,2012,272000,2990,DIESEL,DUONIC,8600.0
MITSUBISHI,CANTER TRUCK 1.5t FLAT BODY,MITSUBISHI CANTER TRUCK 1.5t FLAT BODY,2006,150000,2970,DIESEL,MT,6480.0
TOYOTA,YARIS X,TOYOTA YARIS X,2021,76000,1000,PETROL,AT,5200.0
TOYOTA,DYNA 2.0t FLAT BODY,TOYOTA DYNA 2.0t FLAT BODY,1985,97000,2970,DIESEL,MT,8000.0
DAIHATSU,DELTA TRUCK 2.0t FLAT BODY,DAIHATSU DELTA TRUCK 2.0t FLAT BODY,2001,314000,3660,DIESEL,MT,9650.0
MITSUBISHI,ROSA 14SEATER  WELCAB,MITSUBISHI ROSA 14SEATER  WELCAB,2018,544000,2990,DIESEL,DUONIC,8970.0
NISSAN,NOTE X DIG-S,NISSAN NOTE X DIG-S,2016,41000,1200,PETROL,AT,2630.0
